meter,time_relative,density_percentage_unten,density_percentage_mitte,density_percentage_oben,grid_density_unten,grid_density_mitte,grid_density_oben,valve_commands_unten,valve_commands_mitte,valve_commands_oben,pump_pwm_command
1,0.0012607574462890625,0,0,0,6280,6714,4778,100.0,100.0,100.0,0.0
2,1.5966436862945557,0,0,0,5193,5275,3403,91.13001251220703,91.19254302978516,76.12403869628906,0.0
3,3.1776111125946045,0,0,0,3563,3742,3049,69.39472961425781,72.74078369140625,68.4261703491211,0.0
4,4.756192922592163,0,0,0,2473,4051,4186,54.70438003540039,76.13822937011719,92.25572967529297,0.0
5,6.337589979171753,0,0,0,3684,2431,5008,70.90706634521484,56.9841194152832,100.0,0.0
6,7.916523456573486,0,0,0,5681,4095,3296,96.97997283935547,76.62628936767578,73.2305679321289,0.0
7,9.497052907943726,0,0,0,142,98,22,0.0,0.0,0.0,0.0

# Summary
# start_time,0
# end_time,37.979145526885986
# total_meters,7
